,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
2621,Shot Chart Detail,0021801079,141,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-139,233,1,0,20190321,GSW,IND
2622,Shot Chart Detail,0021801079,156,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-127,272,1,0,20190321,GSW,IND
2623,Shot Chart Detail,0021801079,172,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,1,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,48,-147,457,1,0,20190321,GSW,IND
2624,Shot Chart Detail,0021801079,333,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,25,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,13,1,0,20190321,GSW,IND
2625,Shot Chart Detail,0021801079,337,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,185,235,1,1,20190321,GSW,IND
2626,Shot Chart Detail,0021801079,345,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-228,115,1,1,20190321,GSW,IND
2627,Shot Chart Detail,0021801079,365,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,180,6,1,0,20190321,GSW,IND
2628,Shot Chart Detail,0021801079,426,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,8,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-116,131,1,0,20190321,GSW,IND
2629,Shot Chart Detail,0021801079,440,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,11,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,-13,1,0,20190321,GSW,IND
2630,Shot Chart Detail,0021801079,460,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,33,186,279,1,0,20190321,GSW,IND
2631,Shot Chart Detail,0021801079,465,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,199,1,0,20190321,GSW,IND
2632,Shot Chart Detail,0021801079,467,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,53,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,19,1,1,20190321,GSW,IND
2633,Shot Chart Detail,0021801079,473,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-185,179,1,1,20190321,GSW,IND
2634,Shot Chart Detail,0021801101,19,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,24,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,29,1,1,20190324,GSW,DET
2635,Shot Chart Detail,0021801101,23,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,129,150,1,1,20190324,GSW,DET
2636,Shot Chart Detail,0021801101,34,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,141,211,1,1,20190324,GSW,DET
2637,Shot Chart Detail,0021801101,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-174,221,1,0,20190324,GSW,DET
2638,Shot Chart Detail,0021801101,108,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-39,279,1,1,20190324,GSW,DET
2639,Shot Chart Detail,0021801101,118,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,212,129,1,0,20190324,GSW,DET
2640,Shot Chart Detail,0021801101,142,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,17,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,100,64,1,0,20190324,GSW,DET
2641,Shot Chart Detail,0021801101,247,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,56,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-37,83,1,0,20190324,GSW,DET
2642,Shot Chart Detail,0021801101,251,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-226,110,1,0,20190324,GSW,DET
2643,Shot Chart Detail,0021801101,295,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,2,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,126,157,1,1,20190324,GSW,DET
2644,Shot Chart Detail,0021801101,332,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-179,0,1,0,20190324,GSW,DET
2645,Shot Chart Detail,0021801101,356,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-56,151,1,1,20190324,GSW,DET
2646,Shot Chart Detail,0021801101,376,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,143,277,1,0,20190324,GSW,DET
2647,Shot Chart Detail,0021801101,393,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,6,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-188,200,1,1,20190324,GSW,DET
2648,Shot Chart Detail,0021801101,418,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,20,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,67,1,0,20190324,GSW,DET
2649,Shot Chart Detail,0021801101,512,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-184,216,1,1,20190324,GSW,DET
2650,Shot Chart Detail,0021801101,520,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,66,274,1,0,20190324,GSW,DET
2651,Shot Chart Detail,0021801101,546,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,52,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,174,50,1,0,20190324,GSW,DET
2652,Shot Chart Detail,0021801101,557,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,59,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,6,87,1,1,20190324,GSW,DET
2653,Shot Chart Detail,0021801118,13,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,3,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-175,202,1,1,20190327,MEM,GSW
2654,Shot Chart Detail,0021801118,16,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,218,125,1,1,20190327,MEM,GSW
2655,Shot Chart Detail,0021801118,49,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,10,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,11,1,0,20190327,MEM,GSW
2656,Shot Chart Detail,0021801118,114,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-112,233,1,1,20190327,MEM,GSW
2657,Shot Chart Detail,0021801118,137,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-170,221,1,0,20190327,MEM,GSW
2658,Shot Chart Detail,0021801118,158,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,4,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,90,13,1,0,20190327,MEM,GSW
2659,Shot Chart Detail,0021801118,263,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,12,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,147,209,1,0,20190327,MEM,GSW
2660,Shot Chart Detail,0021801118,310,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,19,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-226,81,1,1,20190327,MEM,GSW
2661,Shot Chart Detail,0021801118,349,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,0,1,0,20190327,MEM,GSW
2662,Shot Chart Detail,0021801118,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,0,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-40,158,1,0,20190327,MEM,GSW
2663,Shot Chart Detail,0021801118,393,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-6,263,1,1,20190327,MEM,GSW
2664,Shot Chart Detail,0021801118,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,39,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,-16,1,1,20190327,MEM,GSW
2665,Shot Chart Detail,0021801118,408,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,3,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,11,1,1,20190327,MEM,GSW
2666,Shot Chart Detail,0021801118,430,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,21,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,50,84,1,0,20190327,MEM,GSW
2667,Shot Chart Detail,0021801118,436,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,10,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,4,1,0,20190327,MEM,GSW
2668,Shot Chart Detail,0021801118,470,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,55,Missed Shot,Turnaround Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,144,272,1,0,20190327,MEM,GSW
2669,Shot Chart Detail,0021801118,478,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,84,106,1,0,20190327,MEM,GSW
2670,Shot Chart Detail,0021801118,493,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,34,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-36,252,1,0,20190327,MEM,GSW
2671,Shot Chart Detail,0021801118,614,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,21,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,36,1,0,20190327,MEM,GSW
2672,Shot Chart Detail,0021801118,632,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,121,241,1,0,20190327,MEM,GSW
2673,Shot Chart Detail,0021801132,33,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-136,225,1,0,20190329,MIN,GSW
2674,Shot Chart Detail,0021801132,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,34,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,220,2,1,1,20190329,MIN,GSW
2675,Shot Chart Detail,0021801132,73,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,43,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,4,1,1,20190329,MIN,GSW
2676,Shot Chart Detail,0021801132,116,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,22,1,0,20190329,MIN,GSW
2677,Shot Chart Detail,0021801132,125,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,48,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-14,118,1,0,20190329,MIN,GSW
2678,Shot Chart Detail,0021801132,135,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-192,215,1,1,20190329,MIN,GSW
2679,Shot Chart Detail,0021801132,137,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,53,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,221,26,1,1,20190329,MIN,GSW
2680,Shot Chart Detail,0021801132,142,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-51,263,1,0,20190329,MIN,GSW
2681,Shot Chart Detail,0021801132,284,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-110,244,1,1,20190329,MIN,GSW
2682,Shot Chart Detail,0021801132,287,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,24,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,1,20190329,MIN,GSW
2683,Shot Chart Detail,0021801132,313,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,31,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,6,1,1,20190329,MIN,GSW
2684,Shot Chart Detail,0021801132,316,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-136,251,1,0,20190329,MIN,GSW
2685,Shot Chart Detail,0021801132,358,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,46,247,1,0,20190329,MIN,GSW
2686,Shot Chart Detail,0021801132,428,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,114,225,1,0,20190329,MIN,GSW
2687,Shot Chart Detail,0021801132,466,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-196,136,1,0,20190329,MIN,GSW
2688,Shot Chart Detail,0021801132,470,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,53,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,123,141,1,0,20190329,MIN,GSW
2689,Shot Chart Detail,0021801132,486,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,3,15,1,1,20190329,MIN,GSW
2690,Shot Chart Detail,0021801132,619,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,45,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,5,155,1,0,20190329,MIN,GSW
2691,Shot Chart Detail,0021801132,637,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,96,240,1,1,20190329,MIN,GSW
2692,Shot Chart Detail,0021801132,652,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-3,245,1,1,20190329,MIN,GSW
2693,Shot Chart Detail,0021801132,697,201939,Stephen Curry,1610612744,Golden State Warriors,5,3,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,149,226,1,0,20190329,MIN,GSW
2694,Shot Chart Detail,0021801132,720,201939,Stephen Curry,1610612744,Golden State Warriors,5,1,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,7,260,1,1,20190329,MIN,GSW
2695,Shot Chart Detail,0021801132,732,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,11,248,1,1,20190329,MIN,GSW
2696,Shot Chart Detail,0021801132,741,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-67,264,1,0,20190329,MIN,GSW
2697,Shot Chart Detail,0021801132,752,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,0,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,24,1,1,20190329,MIN,GSW
2698,Shot Chart Detail,0021801150,31,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,17,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,25,1,0,20190331,GSW,CHA
2699,Shot Chart Detail,0021801150,42,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-174,243,1,0,20190331,GSW,CHA
2700,Shot Chart Detail,0021801150,53,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,19,26,1,1,20190331,GSW,CHA
2701,Shot Chart Detail,0021801150,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,59,202,1,1,20190331,GSW,CHA
2702,Shot Chart Detail,0021801150,90,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,129,235,1,1,20190331,GSW,CHA
2703,Shot Chart Detail,0021801150,108,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,38,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-9,74,1,0,20190331,GSW,CHA
2704,Shot Chart Detail,0021801150,112,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-218,169,1,0,20190331,GSW,CHA
2705,Shot Chart Detail,0021801150,116,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,12,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,3,49,1,1,20190331,GSW,CHA
2706,Shot Chart Detail,0021801150,139,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,7,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,227,49,1,1,20190331,GSW,CHA
2707,Shot Chart Detail,0021801150,165,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,0,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,139,161,1,0,20190331,GSW,CHA
2708,Shot Chart Detail,0021801150,269,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-168,217,1,0,20190331,GSW,CHA
2709,Shot Chart Detail,0021801150,390,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-171,208,1,1,20190331,GSW,CHA
2710,Shot Chart Detail,0021801150,411,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,159,234,1,1,20190331,GSW,CHA
2711,Shot Chart Detail,0021801150,417,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,19,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,13,1,1,20190331,GSW,CHA
2712,Shot Chart Detail,0021801164,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,144,228,1,1,20190402,GSW,DEN
2713,Shot Chart Detail,0021801164,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,40,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,124,159,1,1,20190402,GSW,DEN
2714,Shot Chart Detail,0021801164,68,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,48,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,158,220,1,0,20190402,GSW,DEN
2715,Shot Chart Detail,0021801164,114,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-152,217,1,0,20190402,GSW,DEN
2716,Shot Chart Detail,0021801164,140,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,1,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,199,168,1,1,20190402,GSW,DEN
2717,Shot Chart Detail,0021801164,148,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,161,242,1,0,20190402,GSW,DEN
2718,Shot Chart Detail,0021801164,338,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,150,221,1,0,20190402,GSW,DEN
2719,Shot Chart Detail,0021801164,375,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-198,172,1,0,20190402,GSW,DEN
2720,Shot Chart Detail,0021801164,404,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-207,161,1,1,20190402,GSW,DEN
2721,Shot Chart Detail,0021801164,448,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,24,271,1,1,20190402,GSW,DEN
2722,Shot Chart Detail,0021801164,571,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-111,253,1,1,20190402,GSW,DEN
2723,Shot Chart Detail,0021801179,12,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-197,8,1,0,20190404,LAL,GSW
2724,Shot Chart Detail,0021801179,110,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-125,272,1,0,20190404,LAL,GSW
2725,Shot Chart Detail,0021801179,147,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-139,267,1,0,20190404,LAL,GSW
2726,Shot Chart Detail,0021801179,314,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-185,195,1,0,20190404,LAL,GSW
2727,Shot Chart Detail,0021801179,328,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,225,1,1,20190404,LAL,GSW
2728,Shot Chart Detail,0021801179,342,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,37,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,48,1,1,20190404,LAL,GSW
2729,Shot Chart Detail,0021801179,346,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,2,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,19,37,1,0,20190404,LAL,GSW
2730,Shot Chart Detail,0021801179,392,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-97,231,1,0,20190404,LAL,GSW
2731,Shot Chart Detail,0021801179,435,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,59,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,21,1,1,20190404,LAL,GSW
2732,Shot Chart Detail,0021801179,440,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,1,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,15,1,0,20190404,LAL,GSW
2733,Shot Chart Detail,0021801179,443,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,147,224,1,0,20190404,LAL,GSW
